title,location,company,salary,experience,description,keywords,trending,sponsored
Full Stack Technology Lead (nodejs/python + Angular),Kochi,Experion Technologies (I) Pvt. Ltd.,Not disclosed,7-10 Yrs,"Ability to identify and split the tasks required for a User Story implementation, think...",cssdomNode.Jsbootstrapajaxreactjsjavascriptangular,0,0
.NET Full Stack Technology Lead,Kochi,Experion Technologies,Not disclosed,7-10 Yrs,"Ability to identify and split the tasks required for a User Story implementation, think...",Cloud ExposureAWS / Azure / Google CloudWeb APIBlazorEntity FrameworkJavascript TechnologiesAsp.NET Core MVCReact JSAngular,1,0
Principal/ Senior Full Stack Java Engineer,Bengaluru,Luxoft India LLP,Not disclosed,3-8 Yrs,"The candidate will be required to work closely with the Development Manager, Project Ma...",CSSHtml5MySQLJavascriptRxjsBootstrapRedisMongoDB,0,0
Full Stack Web Developer,Gandhinagar,IT-Innovator Web Apps Services,Not disclosed,2-7 Yrs,The candidates should be comfortable working with a small team. The candidate must have...,GraphicsFront endPDFWeb technologiesMySQLPHPHTMLObject oriented programming,0,0
Full stack Java,Hyderabad,Arminus Software Pvt. Ltd,Not disclosed,8-15 Yrs,REQUIRED EXPERIENCE AND ABILITIES 1.8-15 years of experience 2.Hands on technical exper...,UI developmentAnalytical skillsJSP servletsspring bootHibernateCore JavaScalabilityEnterprise applications,0,0
Full Stack Java Developer/Lead/Architect,Bengaluru,Diverse Lynx India Pvt. Ltd,Not disclosed,4-6 Yrs,"With around 4 to 12 years of experience in Java, Angular 2 or above and? Spring Boot? R...",spring bootSpring mvcspring securityLead ArchitectTDDBankingAgileDevelopment Lead,0,0
Full Stack Developer,"Chennai, Bengaluru",VMware India,Not disclosed,7-12 Yrs,"Job Description About You You love to learn and to dig into new technologies, and can p...",HibernateERPAutomationSOAMySQLJavascriptStrutsHTML,0,0
MERN Stack / Full Stack Developer,Ahmedabad,Intuz,Not disclosed,12-22 Yrs,"Job Description Smart, enthusiastic, innovative thinker having minimum 3+ years of Java...",Web developmentJavascriptDatabaseManager TechnologyMongoDB,0,0
Java Full Stack Developer,Bengaluru,Diverse Lynx India Pvt. Ltd,Not disclosed,3-7 Yrs,"Responsibilities In this role, one shall be responsible for designing and developing ap...",JMSPerformance tuningMavenCore JavajQueryJavascriptAgileScrum,0,0
Java Full stack Developer,Gurgaon,Diverse Lynx India Pvt. Ltd,Not disclosed,3-7 Yrs,"Job Description Spring Boot, Spring Data, Spring Batch, Hibernate, Rest WebServices, No...",Mavenspring bootHibernateWeb servicesspring batchApachecloud foundry,0,0
Senior Software Engineer ? Full Stack Web Development,Bengaluru,Siemens Limited,Not disclosed,8-13 Yrs,Job Description Responsible for the design of module(s) which are part of a system Deve...,MS SQLNetworkingWeb developmentJavascriptAgileData structuresHTMLApplication development,0,0
Full Stack Developer (Java/JS & JS Framework / Database),Pune,Citicorp Services India Pvt Ltd,Not disclosed,4-7 Yrs,The Applications Development Intermediate Programmer Analyst is an intermediate level p...,Programmer AnalystComplianceDebuggingConsultingProgrammingManager TechnologySubject Matter ExpertManagement,0,0
Full Stack SSE For .Net - CES LTD -cmmi Level 3,Chennai(Navalur),CES Ltd.,Not disclosed,4-9 Yrs,Responsibilities may include: Job Description: 4+ years of software design and developm...,c#front endapplication softwarecoreasp.net mvcdot net developer.net core.net,1,0
Full Stack Developer,Gurgaon,Oodles Technologies Pvt Ltd,Not disclosed,0-1 Yrs,Should have worked with cross-cultural teams across multiple locationsAn in-depth under...,spring bootcssjavaspring dataj2eehtmlhibernateangularjs,1,0
Immediate Opening For Full Stack Developer,Bengaluru,IBM India Pvt. Limited,Not disclosed,4-9 Yrs,"Should be proficient in exception handling, collections, Abstract Classes and Interface...",IntelliJJavaJMSMavenHibernateSpring MvcJSP ServletsJavascript,0,1
Senior Java Full Stack Developer,Hyderabad,Allegis Services India Pvt. Ltd.,Not disclosed,7-12 Yrs,ROLE The principal task will be to collaboratively deliver innovative solutions in the ...,JenkinsJavaMavenNoSQLDockerJUnitGCPXML,0,0
.Net Full Stack Developer,"Chennai, Pune",Atos Syntel,Not disclosed,4-9 Yrs,Potential candidate should be able to create/update windows application(s) using C# - C...,C#MS SQLADO.NetXMLMySQLJavascriptJQueryWindows Application,0,1
Full Stack / Backend Developer,Mumbai,INK IN CAPS MEDIA AND MARKETING LLP,Not disclosed,3-8 Yrs,"We are looking for an analytical, results-driven Back-end Developer who will work with ...",CSSServerclient server architectHTMLNode.JsJQuerybackend programmerOauth,0,1
Full Stack Python Developer,Hyderabad,Loginsoft Pvt Ltd,Not disclosed,2-5 Yrs,"Experience in web application development using Python, Django/Flask. Proficient in dev...",pythondjangorest apiAngular,0,1
Full Stack Developer - Java / Angular,Noida,Ciena India Private Ltd.,Not disclosed,4-8 Yrs,Experience,Web servicesNetworkingLDAPTalent acquisitionEthernetTelecom OSSEDIOracle,0,0
Full Stack Developer,Noida,Ciena India Private Ltd.,Not disclosed,8-12 Yrs,has good technical communication skills to collaborate in a teamExperience,MavenNetworkingLDAPCodingJavascriptData structuresWorkflowHTML,0,0
Full Stack Engineer (drupal),Mumbai,Snaphunt,Not disclosed,2-4 Yrs,"You have at least 2 years experience, ideally within a Software Engineer or IT Consulti...",UbuntuJavaRedhat LinuxDrupalCSSHtml5JavascriptPHP,0,1
Immediate Opening For full Stack Developer_reactjs Experience,Bengaluru,IBM India Pvt. Limited,Not disclosed,3-8 Yrs,Minimum 3 years professional / industrial experience in software developmentExperience in,DojoXSLJavaSenchaJSPXMLJavascriptHTML,0,0
Hiring Full Stack Developer || Angular 6 & Angular 7 || IT Company,Gurgaon,ACAP Solution India Pvt. Ltd..,Not disclosed,3-5 Yrs,"ACS is a young, dynamic and fast moving business and technical management consultancy t...",angular 4mangodbangular developerangular7angularangular6databasenode.js,1,0
.NET Full Stack Developer with Angular 7-8,Mumbai,Arcon Techsolutions private limited,Not disclosed,3-8 Yrs,Deep knowledge of Angular practices and commonly used modules based on extensive work e...,C#CSSRestFront EndJavascriptBootstrapEntity FrameworkHTML,0,1
Full Stack Developer,Bengaluru,Accenture Solutions Pvt Ltd,Not disclosed,2-5 Yrs,"Research, assess and adopt new technologies as required Ability and passion to quickly ...",JavaSoftware DevelopmentSoftware ServicesSoftware EngineeringWeb TechnologiesEffort EstimationNode.JsTest Driven Development,0,0
Full Stack Developer,Bengaluru,Accenture Solutions Pvt Ltd,Not disclosed,3-6 Yrs,DESCRIPTION As a Software Engineer you will have strong programming background and expe...,JavaSoftware DevelopmentSoftware EngineeringWeb TechnologiesNode.JsTest Driven DevelopmentAPI / database developmentJava stack,0,0
Full Stack Web Developer,Indore,SR Expert Services,Not disclosed,2-6 Yrs,Urgent Hiring for Full Stack Web Developer Profile - Full Stack Web Developer Salary - ...,BackendFront endHR ExecutiveProject managementInfrastructureProgrammingJavascriptComputer application,0,0
Full Stack Developer,Chandigarh,IDS Infotech Ltd.,Not disclosed,4-7 Yrs,Good problem solving skillsGood Communication skills are mustHaving good knowledge of c...,JavaCSSHtml5full stack software programmerWeb DesigningFull Stack DeveloperFront EndMySQL,0,0
Java Full Stack Development,Pune,Accenture Solutions Pvt Ltd,Not disclosed,3-7 Yrs,Must Have Skills : Java Full Stack Development Additional Information : A: Must to have...,Business processProduct qualitySoftware designEnterprise integrationSystem integrationScrumOutsourcingOperations,0,0
Java Full Stack Development,Pune,Accenture Solutions Pvt Ltd,Not disclosed,3-7 Yrs,"Role : Application Developer Role Description : Design, build and configure application...",Business processCore JavaCAgileJDBCPLSQLApplication developmentOutsourcing,0,0
Full Stack Dot Net Developer,Hyderabad,S&P Global,"7,00,000 - 14,00,000 PA.",3-6 Yrs,The Role : Application Developer- Full Stack Dot Net Developer The Location : Hyderabad...,NUnitCSSLINQWindows ServicesADO.NetJavascriptEntity FrameworkMVC,1,0
Full Stack java Developer / Sr. Devops Developer (telecom) For Dubai,Dubai/ UAE,Emirates Technology Solutions LLC,Not disclosed,6-11 Yrs,Local candidates preferredRequired Candidate profileSkills (Must have) :,DevOpsJava ScriptFull StackKubernetes,1,0
Full Stack Developer,"Delhi NCR, Mumbai, Chandigarh",1 Touch Development Private Limited,Not disclosed,2-4 Yrs,Any candidate with a graduate degree having a minimum experience of 2 years can applyRe...,JavaCSSRestMySQLJavascriptPHPHTMLNode.Js,1,0
Java Full Stack Developer _CGI,Bengaluru,CGI Information Systems and Management Consultants Private Limited,Not disclosed,4-8 Yrs,Experience: 4-8 years,Angularjsjavajava eecore java developercore java / j2ee developerspringbootjava developer,1,0
Full Stack Developer (Node.js),Mumbai,Packt Publishing Limited,Not disclosed,3-8 Yrs,We are looking to fill a Full Stack software developer role to work on a fast paced del...,CSSMINPostgresqlJavascriptNode JSProgrammingHTMLSoftware,0,0
Full Stack Developer,"Trivandrum, Kochi",EYGBS (INDIA) LLP,"3,00,000 - 8,00,000 PA.",2-7 Yrs,Job Summary: This person would have significant experience in the Full stack technologi...,CSSRestSoftware DevelopmentGITHtml5MySQLJavascriptHTML,1,0
"Full Stack Developer ( Urgent Requirement ), South Delhi",Delhi(Adhchini),GTROPY SYSTEMS PRIVATE LIMITED,"3,00,000 - 8,00,000 PA.",3-6 Yrs,B Tech in Computer Sciences from a reputed college9 years of experience is required in ...,asp.net ajaxc++web servicesfull stack developerdatabase administrationjavascriptiotnosql,1,0
Full Stack Lead,Pune,Demand Matrix,Not disclosed,5-10 Yrs,We are looking for Full Stack Lead who loves tech challenges and is a problem solver. T...,springnodenode.jspythonHivejavaHadoopBig Data,0,1
Full Stack Developer,Bengaluru(3rd Phase JP Nagar),"Liventus, Inc.","9,00,000 - 19,00,000 PA.",7-10 Yrs,"We are looking for experienced, Full Stack Developers who can take the lead on executin...",C#Stored ProceduresHtml5Web TechnologiesJavascriptWeb ApplicationCMS.Net,0,0
Dot Net Full Stack Developer,"Pune, Hyderabad",Innominds Software Pvt Ltd,Not disclosed,5-10 Yrs,.NET Full Stack Developer 4 - 8 Years Experience Hyderabad & Pune Location B.E/ B.Tech/...,codesoftwareOOADEntity frameworkjQueryWeb servicesapplicationUML,0,0
Full Stack Developer,Ahmedabad,The Gateway Corp,Not disclosed,2-6 Yrs,Node JS with Express and should have worked with MySQL not just MongoStrong experience ...,mysqlnode.jsjavascriptAngular,0,1
UI Developer and Full Stack Developer,Bengaluru,Teamware Solutions,Not disclosed,4-9 Yrs,"21 March 2019 UI Developer and Full Stack Developer (4 Roles) Bengaluru, Karnataka, Ind...",PDFApplication programmingOOPS,0,0
Senior .Net Full Stack (angular Js/1.x/2/4/6 / React.js) Developers,Bengaluru,Prokarma Softech Pvt. Ltd.,Not disclosed,4-8 Yrs,Should have comprehensive experience in developing applications using design principles...,c#react jsdotnet+react j scriptdotnet programmerbackend developerdotnet+react java scriptdotnet software engineerangular,0,0
Lead Member Technical Staff ( Full Stack Developer),Bengaluru,AthenaHealth Technology Private Limited.,Not disclosed,8-13 Yrs,Experience with deploying and maintaining services in public cloud like AZURE is an add...,springreact.jsJavaBackend Developerfull stack developerapihibernateaws,0,1
Java Full Stack (US Onsite Opportunity),"United States (U.S), Pune",Synechron Technologies Pvt Ltd,Not disclosed,5-10 Yrs,Synechron is hiring for a Java Tech Leads/Senior developers with a strong background in...,restreact.jsoracleentity frameworkweb technologiesfull stack developerhibernateangularjs,0,1
Dot Net Full Stack Developer Jobs Big,Bengaluru,Inspiration Manpower Consultancy Pvt. Ltd.,Not disclosed,2-5 Yrs,"Unit Test Framework, Unity framework, MVP Pattern, SMTP client, Good exposure to UI tec...",SMTPjQueryCodingADO.NetHTMLWCFMVCsoftware quality,0,0
Full Stack Developer - PHP,Pune,PS International Infoservices Pvt Ltd,Not disclosed,2-4 Yrs,"&Job Description&Job Tittle::Full Stack Developer-PHP &Location::Kharadi, Pune &Experie...",Computer scienceDrupalVersion controlCodingJavascriptPHPHTMLOpen source,0,0
Full Stack Developer - Full Cycle Web Application Development,Mumbai,FresherMart,Not disclosed,2-5 Yrs,Duties and Responsibility : You will work with our internal team and customer contact t...,CI / CDRESTful APICloud ServicesJWTFull StackJSONVue.jsPMP,1,0
Full Stack Developer,Delhi,Adriyana Solutions Pvt. Ltd.,Not disclosed,3-6 Yrs,Full Stack Developer Permanent 03 - 06 Year Job Description: ? Proven experience as a F...,jQueryFront endXMLAnalyticalMySQLHTMLMongoDBMobile applications,0,0
Java Full stack developer,Bengaluru,Diverse Lynx India Pvt. Ltd,Not disclosed,3-7 Yrs,Responsible for providing Development services in a Java environment during regular Ind...,BackendInterpersonal skillsArchitectureIntegration testingAgileHTMLCustomer serviceUnit testing,0,0
Full Stack .NET Developer,Pune,Diverse Lynx India Pvt. Ltd,Not disclosed,3-7 Yrs,Job Title: Full Stack .NET Developer Reporting Structure: The developer will report to ...,BackendGITTechnical leadershipAgileDatabaseEntity frameworkHTMLScrum,0,0
Full Stack Web Developer,Chennai,Diverse Lynx India Pvt. Ltd,Not disclosed,2-6 Yrs,Share profiles for full stack web developer. Experience in Angularjs and ReactJS will b...,Web technologiesangularjs,0,0
Java Full Stack Developer 4to10years exp Hyderabad Location,Hyderabad,Allegis Services India Pvt. Ltd.,Not disclosed,4-9 Yrs,Should have prior experience in DevOps (CI / CD)Must have prior Unix shell scripting ex...,JavaNoSQLCISQL DatabaseSpring FrameworkUnix Shell ScriptingSpring BootOracle,0,0
Java Full Stack Developer Opportunity For Immediate Joiners @ Mumbai,Mumbai,RANDSTAD INDIA PVT LTD,Not disclosed,5-9 Yrs,"Dear Candidate, We have an opportunity with our MNC client for Java Full Stack Develope...",karmajava full stackfull stack developerjadebootstrapnodejsknockoutjsjavascript,1,0
"Full Stack Developer(3-5) Yrs( React.js, Node.js,angular.js, PHP)",Noida(Sector-63 Noida),Codefire Technologies Private Limited,"2,50,000 - 5,00,000 PA.",2-5 Yrs,"Hi, Noida based company CodeFire Technologies Pvt. Ltd.( Company works in React.Js, Ang...",AngularjsCSSFront EndPHPHTMLNode.JsMongoDBReact.Js,1,0
Full Stack Developer (.net),Pune,Schlumberger India Technology Centre Pvt Ltd,Not disclosed,2-4 Yrs,The Full-Stack Software Engineer should be proficient in all stages of web application ...,CSSRestAzureNoSQLHtml5Web TechnologiesJavascript.Net,0,1
Full Stack Architect,Hyderabad,MSR IT Services LLP,Not disclosed,8-13 Yrs,"MSR IT Services, A CMMi Level-3 Company has an excellent opportunity for Full Stack Arc...",full stack architectureangularnode.jsfull stack technical architectPostgreSQLmean stackfull stack architectfull stack,0,1
.Net Full Stack Developer,Hyderabad,OSI DIGITAL PRIVATE LIMITED,Not disclosed,5-8 Yrs,Type: Full Time Good Experience in SQL Server Reporting Services & Integration Services...,c#asp.net.net frameworkJavascriptmvcsql server,0,1
Full Stack Developer,Chennai,BPMLinks,Not disclosed,2-5 Yrs,Full Stack Developer Role: Full Stack Developer Position: Job Type: Full Time Experienc...,Java EECSSFront endJavascriptDatabaseHTMLSpring,0,1
Full Stack Developer by Career Drivers Private Limited,Hyderabad,Career Drivers India Pvt. Ltd,Not disclosed,5-10 Yrs,Skills Advanced Javascript Requirements This is a requirement for a full stack develope...,CodingSharingJavascriptMongoDbangularjsMapOpen,0,0
Full Stack Developer by Career Drivers Private Limited,Hyderabad,Career Drivers India Pvt. Ltd,Not disclosed,5-10 Yrs,Skills Advanced Javascript Requirements This is a requirement for a full stack develope...,CodingSharingJavascriptMongoDbangularjsMapOpen,0,0
CLOUD COMPUTING - Assistant Professor,Delhi,Northern India Engineering College,Not disclosed,2,Job Description: Qualification: A PhD Degree with first class or equivalent grade at th...,CounselorMentorTrainerAdvisorEducatorTeaching,0,0
CLOUD COMPUTING - Associate Professor,Delhi,Northern India Engineering College,Not disclosed,3,Job Description: Qualification: A PhD Degree with first class or equivalent grade at th...,CounselorMentorTrainerAdvisorEducatorTeaching,0,0
CLOUD COMPUTING - Professor,Delhi,Northern India Engineering College,Not disclosed,6,Job Description: Qualification: A PhD Degree with first class or equivalent grade at th...,CounselorMentorTrainerAdvisorEducatorTeaching,0,0
Cloud Computing & Virtualization- Assistant Professor,GreaterNoida,Galgotias University,Not disclosed,4,Post Graduate in relevant discipline with NET and/or Ph.D as per U.G.C Norms,CounselorMentorTrainerAdvisorEducatorTeaching,0,0
Cloud Computing & Virtualization- Associate Professor,GreaterNoida,Galgotias University,Not disclosed,8,Ph.D with 8 years experience in the relevant field,CounselorMentorTrainerAdvisorEducatorTeaching,0,0
Cloud Computing & Virtualization- Professor,GreaterNoida,Galgotias University,Not disclosed,1,Ph.D with 10 years experience in the relevant discipline or equivalent industry experience,CounselorMentorTrainerAdvisorEducatorTeaching,0,0
Hiring For Active Directory/ Exchange Server/ Cloud Computing,Delhi,JOBS EXPERT PRIVATE LIMITED,"3,00,000 - 6,00,000 PA.",1,*NEED IMMEDIATE JOINERS***** .CALL LIPIKA .9999333648 .lipika.jobexpert@gmail.com Skype...,Windows ServerTroubleshootingActive DirectoryDHCPFSMOMicrosoft o365DNS ServerCloud Computing,0,0
Hiring For Active Directory/ Exchange Server/ Cloud Computing,Bengaluru,JOBS EXPERT PRIVATE LIMITED,"3,00,000 - 6,00,000 PA.",1,*NEED IMMEDIATE JOINERS***** .CALL LIPIKA .9999333648 .lipika.jobexpert@gmail.com Skype...,Windows ServerTroubleshootingActive DirectoryDHCPFSMOMicrosoft o365DNS ServerCloud Computing,0,0
Hiring For Active Directory/ Exchange Server/ Cloud Computing,Gurgaon,JOBS EXPERT PRIVATE LIMITED,"3,00,000 - 6,00,000 PA.",1,*NEED IMMEDIATE JOINERS***** .CALL LIPIKA .9999333648 .lipika.jobexpert@gmail.com Skype...,Windows ServerTroubleshootingActive DirectoryDHCPFSMOMicrosoft o365DNS ServerCloud Computing,0,0
Database Architect - Azure Cloud Computing,Hyderabad,EHNOTE SOFTLABS PVT LTD,Not disclosed,7,Experienced in working on Database Administration Activity and Architecture (SQL Server...,Oracle Apps DbaMicrosoft AzureDB Architectdatabase architectSQL Azuresql server,0,0
Microsoft Dynamics Trainer - Office 365/cloud Computing,Bengaluru,CrossTab IT Consulting,Not disclosed,3,Skill set : - 5+ years of experience in taking technical training on Microsoft Office s...,C#AzureCloud ComputingMS DynamicsC# programmingTechnical TrainingOffice 365MS Dynamics 365,1,0
Hiring For a Cloud Computing Engineer For USA,UnitedStates,APC Consultants,Not disclosed,5,Candidate should have minimum of 5 years of experience,Azure and Google Cloud platformCloud Computing - Amazon Web ServicesIBM Soft,1,0
Principal Architect - Aem/cloud Computing,Bengaluru,DataGroup Geospatial Technologies Pvt. Ltd.,Not disclosed,1,Job Nature : Full Time Should have experience with high volume of data processing with ...,Technical ArchitectJVMAngularJSJavaDesign PatternsAEMJ2EEAlgorithm,1,1
Data Engineer - Cloud Computing/etl,Pune,Staffio HR,Not disclosed,2,"Must Haves : Unix, Python, Java, data modelling, data structures, ETL, algorithms, Clou...",IT SkillsJavaPythonCloudDevOpsBig DataAWSAzure,1,1
Cloud Computing Consultant - HN Web Marketing Pvt Ltd,Pune,HN Web Marketing Pvt Ltd,Not disclosed,2,Cloud consultants combine investigative and analytical skills in their work. They use c...,formulation development skillsweb technologiescloud computinganalytical skills,0,0
Visiting Faculty Position - Cloud Computing,Bhubaneswar,Indian Institute of Technology Bhubaneswar,Not disclosed,N,"positions, selected candidates will be offered consolidated monthly remuneration and ot...",None,0,0
Assistant Professor Grade-II - Cloud Computing,Bhubaneswar,Indian Institute of Technology Bhubaneswar,Not disclosed,N,Advertisment Nos : Advertisement No. Rectt/01/ 2019 Pay Scale : Pay Level 11 (in case o...,None,0,0
Assistant Professor Grade-I - Cloud Computing,Bhubaneswar,Indian Institute of Technology Bhubaneswar,Not disclosed,N,"Once selected in this position, the candidate will be evaluated for the post of Assista...",None,0,0
Associate Professor - Cloud Computing,Bhubaneswar,Indian Institute of Technology Bhubaneswar,Not disclosed,N,The candidate should have demonstrated capability and adequate experience of independen...,None,0,0
Professor - Cloud Computing,Bhubaneswar,Indian Institute of Technology Bhubaneswar,Not disclosed,N,Experience: A minimum of 10 years teaching / research/industrial / professional experie...,None,0,0
Associate Professor - Operating Systems and Cloud Computing,Delhi,Indian Institute of Technology Delhi,Not disclosed,N,The website also contains useful information on various aspects of working and living a...,None,0,0
Assistant Professor Grade - II - Cloud Computing,Pune,Indian Institute of Information Technology Pune,Not disclosed,N,The eligible and interested candidates are required to submit the hardcopy of completel...,None,0,0
Professor - Operating Systems and Cloud Computing,Delhi,Indian Institute of Technology Delhi,Not disclosed,N,The website also contains useful information on various aspects of working and living a...,None,0,0
Assistant Professor Grade - I - Cloud Computing,Pune,Indian Institute of Information Technology Pune,Not disclosed,N,The eligible and interested candidates are required to submit the hardcopy of completel...,None,0,0
Associate Professor - Cloud Computing,Pune,Indian Institute of Information Technology Pune,Not disclosed,N,The eligible and interested candidates are required to submit the hardcopy of completel...,None,0,0
Professor - Cloud Computing,Pune,Indian Institute of Information Technology Pune,Not disclosed,N,The eligible and interested candidates are required to submit the hardcopy of completel...,None,0,0
Assistant Professor - Cloud Computing,Kolkata,Indian Institute of Management Calcutta,Not disclosed,N,"For a permanent position, the work experience requirement is as follows: Minimum 3 year...",None,0,0
Associate Professor - Cloud Computing,Kolkata,Indian Institute of Management Calcutta,Not disclosed,N,A faculty member is required to teach core and elective courses in various programs (at...,None,0,0
Professor - Cloud Computing,Kolkata,Indian Institute of Management Calcutta,Not disclosed,N,A faculty member is required to teach core and elective courses in various programs (at...,None,0,0
Assistant Professor -Operating Systems And Cloud Computing,Delhi,Indian Institute of Technology Delhi,Not disclosed,N,Rolling Advertisement for The Post of Assistant Professor And Equivalent Faculty Positi...,None,0,0
Cloud Computing Azure Jobs In Gurgaon || CTC@ 7.2L,Delhi,JOBS EXPERT PRIVATE LIMITED,"4,25,000 - 7,50,000 PA.",1,"Required 1+ years of experience in ""Azure"" Must have good knowledge of DNS , DHCP , Act...",Technical ConsultantTechnical RepresentativeFTPMicrosoft CertifiedPAASdnsmicrosoft azureRedis,0,0
Cloud Computing Azure Jobs In Gurgaon || CTC@ 7.2L,Gurgaon,JOBS EXPERT PRIVATE LIMITED,"4,25,000 - 7,50,000 PA.",1,"Required 1+ years of experience in ""Azure"" Must have good knowledge of DNS , DHCP , Act...",Technical ConsultantTechnical RepresentativeFTPMicrosoft CertifiedPAASdnsmicrosoft azureRedis,0,0
Senior Software Engg - Systems,Bengaluru,Mphasis Limited,Not disclosed,4,Who are we looking for? Full stack developer having strong hands-on experience in devel...,Cloud computingspring bootUsageTDDAgile developmentScrumMongoDBtest driven development,0,0
Software Engineer -systems,Bengaluru,Mphasis Limited,Not disclosed,2,Able to work in Scrum model at offshoreable to work directly with customer stakeholders...,BPOCloud computingTDDWeb developmentScrumtest driven developmentTest casesJIRA,0,0
Backend Developer - Server Side Programming - Php/node.js,Mumbai,Viaan Industries Ltd,Not disclosed,1,Optimization of the application for maximum speed and scalability Proficient understand...,Cloud ComputingProduct DesignIT Product ArchitectureMicroservices ArchitectureApache ServerJavascriptPHPNode.js,1,0
Mgr - IT Qual Assur,Hyderabad,Verizon Data Services India Pvt.Ltd,Not disclosed,2,What you ll be doing : Leading and motivating a team to execute priorities and provide ...,Cloud computingGITTesting toolsBillingAgileApplication developmentSeleniumJIRA,0,0
Master Trainer,Allahabad,Talent Zone Consultant,Not disclosed,3,Deliver complete end to end skill development program starting from basics of networkin...,UnixCloud computingLinuxNetworkingMySQLWeb developmentJavascriptPHP,0,0
Lead Software Developer,Pune,EMERSON INNOVATION CENTER - PUNE,Not disclosed,4,* Responsibilities: Develop and Test software applications Prepare software design and ...,Cloud computingSoftware designPHPWorkflowWCFMVCStored proceduresApplication software,0,0
Business Analyst,Mohali,GM WARE,Not disclosed,1,Strong experience with SCRUM and other agile project management methodsExp: 1-3year - E...,Product StrategyImplementationBusiness AnalysisAgile Project ManagementCloud ComputingBrdSRSFSD,1,0
Business Analyst,Punjab,GM WARE,Not disclosed,1,Strong experience with SCRUM and other agile project management methodsExp: 1-3year - E...,Product StrategyImplementationBusiness AnalysisAgile Project ManagementCloud ComputingBrdSRSFSD,1,0
Java Technical Lead,Bengaluru,Mphasis Limited,Not disclosed,7,We are looking to hire spirited and talented individuals. 7 to 12 years IT experienced ...,spring bootangularjavapivotalagile developmentcloud computingawsazure,0,0
Vice President Software Services,Bengaluru,STRAND LIFE SCIENCES PRIVATE LIMITED,"50,00,000 - 60,00,000 PA.",1,"10-15 years of experience in software development and managementlicenses, certification...",c#JavaPostgresqlc #Node.JsApache Tomcatmobile application developmentWPF,1,0
Vice President Software Technology,Bengaluru,STRAND LIFE SCIENCES PRIVATE LIMITED,"50,00,000 - 60,00,000 PA.",1,"licenses, certifications, specialized training, physical or mental abilities required)1...",vice president software technologyweb technologiessoftware product developmentmobile application developmentcloud computingVP Software Technology,1,0
Application Developer,Chandigarh,Oceaneering International Services Limited,Not disclosed,3,JOB DESCRIPTION Position Summary We are looking for Elastic Search Developer with stron...,Solution architectureCloud computingC++ArchitectureSOALinuxDatabase designXML,1,1
MTS-Physical- Design- Engineer,Bengaluru,"Advanced Micro Devices, Inc.",Not disclosed,7,Physical Design Engineer Top engineering skills just isn't good enough for our Engineer...,GraphicsCycle time reductionCloud computingSimulationSOChigh performance computingGamingMTS,0,0
MTS-Physical-Design- Engineer,Bengaluru,"Advanced Micro Devices, Inc.",Not disclosed,7,Physical Design Engineer Requirements: Physical design and implementation of digital ci...,GraphicsCycle time reductionCloud computingSimulationSOChigh performance computingGamingMTS,0,0
Dot Net Developer Jobs in,Pune,Extentia Information Technology,Not disclosed,3,Dot Net Developer Jobs in Pune Over 3 -7 years of experience in software development Ha...,Cloud computingAzuredevelopmentsoftwaretestingitmicrosoftBusiness Executive,0,0
PRODUCT ENGINEER,Kolkata,PAYABBHI,Not disclosed,2,"What will you do at Payabbhi Design, build, and maintain REST APIs, Client Libraries an...",Computer scienceCloud computingC++BackendNoSQLWeb technologiesAgileProgramming,0,0
Software Engineer/Senior Software Engineer,Bengaluru,Yoodle,Not disclosed,1,Key responsibilities of this role comprises of the following Strong technical contribut...,Computer scienceCloud computingNoSQLShell scriptingSCALAPLSQLData structuresOpen source,0,0
Technical Writer,Hyderabad,GAIAN SOLUTIONS,Not disclosed,1,First to deploy an IPTV/OTT solution on cruise lines First to offer geo-targeted advert...,Relationship managementCloud computingProduct engineeringArchitectureConsultingStrategic planningApplication developmentOutsourcing,0,0
Lead Software engineering,Bengaluru,Fidelity Investments,Not disclosed,6,"The Purpose of This Role Being part of the Client Frameworks Engineering team, this per...",Cloud computingAutomationActive directoryScrumOracleInformation technologyTechnical supportAnalytics,0,1
Lead - Software Engineering,Chennai,Fidelity Investments,Not disclosed,6,"The Purpose of This Role As a Lead DEVOPS, you will be working with the product develop...",Computer scienceCloud computingLinux system administrationPrototypeLead SoftwareArtificial IntelligenceInformation technologyMonitoring,0,1
Backup Administrator,Pune,Sakon,Not disclosed,4,"We are one of the world s top SaaS companies in our market, and a leader in managing en...",SCSIVMwareSANCloud computingISCSIDisaster recoveryTroubleshootingTechnical support,0,0
L2 - AWS & Azure Cloud Infrastructure,Gurgaon,Capsag Consulting Services Pvt Ltd,Not disclosed,1,"L2 - AWS & Azure Cloud Infrastructure Gurugram, Haryana, India Job Description Work as ...",Cloud computingServer monitoringFTPNetworkingDNSSSHSupport servicesHTTP,0,0
L2 - AWS & Azure Cloud Infrastructure,haryana,Capsag Consulting Services Pvt Ltd,Not disclosed,1,"L2 - AWS & Azure Cloud Infrastructure Gurugram, Haryana, India Job Description Work as ...",Cloud computingServer monitoringFTPNetworkingDNSSSHSupport servicesHTTP,0,0
